순위,브랜드,제품명,카테고리,평점,리뷰수,가격(円),발매일,url,업로드일,상품ID
19,AESTURA,アトバリア365 クリーム,フェイスクリーム,5.7,クチコミ1494件,3300,2023/9/1,https://www.cosme.net/products/10192336/,2025-02-21 00:43:00,10192336
20,Anua,PDRN ヒアルロン酸100 セラム,ブースター・導入液,5.4,クチコミ744件,2970,2024/12/16,https://www.cosme.net/products/10263023/,2025-02-21 00:43:00,10263023
21,VT(ブイティー),CICA デイリースージングマスク,シートマスク・パック,5.2,クチコミ10040件,2420,2019/12/2,https://www.cosme.net/products/10189359/,2025-02-21 00:43:00,10189359
22,Laka,フルーティーグラムティント,口紅,5.1,クチコミ2041件,990,2022/8/10 (2025/3/1追加発売),https://www.cosme.net/products/10222606/,2025-02-21 00:43:00,10222606
23,Wonjungyo,ウォンジョンヨ Ｗ デイリームードアップパレット,パウダーアイシャドウ,5.3,クチコミ1465件,2420,2022/10/14 (2024/4/20追加発売),https://www.cosme.net/products/10228909/,2025-02-21 00:43:00,10228909
24,TIRTIR,WATERISM GLOW TINT,リップケア・リップクリーム,4.9,クチコミ1339件,1650,2024/5/15 (2024/11/15追加発売),https://www.cosme.net/products/10256344/,2025-02-21 00:43:00,10256344
25,rom&nd,ロムアンド グラスティングメルティングバーム,リップケア・リップクリーム,5.1,クチコミ1960件,1320,2023/3/2 (2023/10/12追加発売),https://www.cosme.net/products/10233050/,2025-02-21 00:43:00,10233050
26,Anua,アヌアレチノール0.3 ナイアシンリニューイングセラム,美容液,5.1,クチコミ685件,2970,2024/5/10,https://www.cosme.net/products/10248360/,2025-02-21 00:43:00,10248360
27,hince,ロウグロウジェルティント,リップケア・リップクリーム,5.1,クチコミ589件,1760,2024/5/1 (2024/8/31追加発売),https://www.cosme.net/products/10254267/,2025-02-21 00:43:00,10254267
28,TIRTIR,MASK FIT RED CUSHION,リキッドファンデーション,4.8,クチコミ6539件,2970,2021/12/11 (2024/7/17追加発売),https://www.cosme.net/products/10217471/,2025-02-21 00:43:00,10217471
29,イニスフリー,ノーセバム ミネラルパウダー N,ルースパウダー,5.2,クチコミ4006件,899,2021/7/1 (2023/6/1追加発売),https://www.cosme.net/products/10210133/,2025-02-21 00:43:00,10210133
30,BBIA,ローティント,口紅,4.9,クチコミ915件,1600,2023/10/12 (2024/5/1追加発売),https://www.cosme.net/products/10242169/,2025-02-21 00:43:00,10242169
31,tfit,カバーアッププロコンシーラー,コンシーラー,5.3,クチコミ1083件,1650,2023/9/15 (2024/10/12追加発売),https://www.cosme.net/products/10245097/,2025-02-21 00:43:00,10245097
32,LANEIGE(ラネージュ),リップグロウィバーム,リップケア・リップクリーム,5.6,クチコミ635件,1870,2024/8/30 (2025/2/10追加発売),https://www.cosme.net/products/10259984/,2025-02-21 00:43:00,10259984
33,Anua,ドクダミ77スージングトナーシカエキソソームマスク,シートマスク・パック,5.3,クチコミ252件,990,2024/5/27,https://www.cosme.net/products/10260664/,2025-02-21 00:43:00,10260664
34,Wonjungyo,ウォンジョンヨ　フィクシングブラーパウダー N,ルースパウダー,5.2,クチコミ630件,2530,2024/4/24 (2025/1/18追加発売),https://www.cosme.net/products/10254608/,2025-02-21 00:43:00,10254608
35,LUNA,ロングラスティングチップコンシーラー,コンシーラー,5.0,クチコミ860件,1650,2021/5/12,https://www.cosme.net/products/10177097/,2025-02-21 00:43:00,10177097
36,fwee(フィー),フィー デュアルチークメロウ,ジェル・クリームチーク,5.3,クチコミ318件,2900,-,https://www.cosme.net/products/10254113/,2025-02-21 00:43:00,10254113
37,LANEIGE(ラネージュ),バウンシースリーピングマスク,フェイスクリーム,5.4,クチコミ1094件,3960,2024/5/1,https://www.cosme.net/products/10252994/,2025-02-21 00:43:00,10252994
38,Anua,桃70ナイアシンセラムマスク,シートマスク・パック,5.2,クチコミ524件,990,2023/11/6,https://www.cosme.net/products/10251887/,2025-02-21 00:43:00,10251887
39,too cool for school,アートクラスバイロダンシェーディングマスター,プレストパウダー,5.1,クチコミ2087件,2145,2014/7/31 (2024/7/31追加発売),https://www.cosme.net/products/10082122/,2025-02-21 00:43:00,10082122
40,Wonjungyo,ウォンジョンヨ　キャンディーグロウティント,口紅,5.1,クチコミ227件,1540,2024/11/1 (2025/2/21追加発売),https://www.cosme.net/products/10263076/,2025-02-21 00:43:00,10263076
41,the SAEM,CPチップコンシーラー,コンシーラー,4.6,クチコミ8808件,858,- (2018/8/22追加発売),https://www.cosme.net/products/10145207/,2025-02-21 00:43:00,10145207
42,Wonjungyo,ウォンジョンヨ ケアマスターリップマスク,リップケア・リップクリーム,5.3,クチコミ529件,1430,2023/7/21 (2025/1/18追加発売),https://www.cosme.net/products/10241231/,2025-02-21 00:43:00,10241231
43,FEMMUE（ファミュ）,ドリームグロウマスクRR[透明感・キメ],シートマスク・パック,5.2,クチコミ194件,4840,2024/6/14,https://www.cosme.net/products/10257961/,2025-02-21 00:43:00,10257961
44,rom&nd,グラスティングカラーグロス,リップグロス,5.2,クチコミ618件,1320,2024/3/1 (2025/3/1追加発売),https://www.cosme.net/products/10250351/,2025-02-21 00:43:00,10250351
45,Anua,ドクダミポアコントロールクレンジングオイル,オイルクレンジング,5.1,クチコミ717件,1980,2023/10/23,https://www.cosme.net/products/10248587/,2025-02-21 00:43:00,10248587
46,manyo,ピュアクレンジングオイル,オイルクレンジング,4.8,クチコミ1896件,2530,-,https://www.cosme.net/products/10173734/,2025-02-21 00:43:00,10173734
47,Dinto,ブラーグロイリップティント,口紅,5.2,クチコミ620件,1870,2023/1/11,https://www.cosme.net/products/10231697/,2025-02-21 00:43:00,10231697
48,ナンバーズイン(numbuzin),5番 白玉点滴グルタチオンCトナー,化粧水,4.9,クチコミ649件,2090,2024/1/29,https://www.cosme.net/products/10251355/,2025-02-21 00:43:00,10251355
49,AMUSE,デューティント,リップグロス,5.0,クチコミ693件,1760,-,https://www.cosme.net/products/10199851/,2025-02-21 00:43:00,10199851
50,VT(ブイティー),リードルショット300,ブースター・導入液,5.2,クチコミ952件,4730,2023/7/10,https://www.cosme.net/products/10237743/,2025-02-21 00:43:00,10237743
